City1,City2,Passenger_Trips,Aircraft_Trips,RPKs,ASKs,Seats,Month_num,load_factor,city_pair,avg_ac_capacity,daily_ac_trips,est_daily_TOC
HOBART,SYDNEY,0,0,0.0,0.0,0,5,0.0,HOBARTSYDNEY,0.0,0.0,0.0
HOBART,SYDNEY,0,0,0.0,0.0,0,6,0.0,HOBARTSYDNEY,0.0,0.0,0.0
HOBART,SYDNEY,1754,20,1822406.0,3702996.0,3564,7,49.2,HOBARTSYDNEY,178.0,0.65,5107.03
HOBART,SYDNEY,1658,44,1722662.0,7913024.0,7616,8,21.8,HOBARTSYDNEY,173.0,1.42,11156.9
HAMILTON ISLAND,MELBOURNE,9378,76,18427770.0,25765080.0,13112,1,71.5,HAMILTON ISLANDMELBOURNE,173.0,2.45,43411.8
HAMILTON ISLAND,MELBOURNE,4499,50,8840535.0,16987425.0,8645,2,52.0,HAMILTON ISLANDMELBOURNE,173.0,1.72,30476.85
HAMILTON ISLAND,MELBOURNE,3655,38,7182075.0,12910050.0,6570,3,55.6,HAMILTON ISLANDMELBOURNE,173.0,1.23,21794.49
HAMILTON ISLAND,MELBOURNE,0,0,0.0,0.0,0,4,0.0,HAMILTON ISLANDMELBOURNE,0.0,0.0,0.0
HAMILTON ISLAND,MELBOURNE,0,0,0.0,0.0,0,5,0.0,HAMILTON ISLANDMELBOURNE,0.0,0.0,0.0
HAMILTON ISLAND,MELBOURNE,0,0,0.0,0.0,0,6,0.0,HAMILTON ISLANDMELBOURNE,0.0,0.0,0.0
HAMILTON ISLAND,MELBOURNE,0,0,0.0,0.0,0,7,0.0,HAMILTON ISLANDMELBOURNE,0.0,0.0,0.0
HAMILTON ISLAND,MELBOURNE,0,0,0.0,0.0,0,8,0.0,HAMILTON ISLANDMELBOURNE,0.0,0.0,0.0
HAMILTON ISLAND,SYDNEY,14529,134,22171254.0,32021584.0,20984,2,69.2,HAMILTON ISLANDSYDNEY,157.0,4.62,44050.59
HAMILTON ISLAND,SYDNEY,11840,121,18067840.0,29146600.0,19100,3,62.0,HAMILTON ISLANDSYDNEY,158.0,3.9,37185.56
HAMILTON ISLAND,SYDNEY,0,0,0.0,0.0,0,4,0.0,HAMILTON ISLANDSYDNEY,0.0,0.0,0.0
HAMILTON ISLAND,SYDNEY,0,0,0.0,0.0,0,5,0.0,HAMILTON ISLANDSYDNEY,0.0,0.0,0.0
HAMILTON ISLAND,SYDNEY,0,0,0.0,0.0,0,6,0.0,HAMILTON ISLANDSYDNEY,0.0,0.0,0.0
HAMILTON ISLAND,SYDNEY,0,0,0.0,0.0,0,7,0.0,HAMILTON ISLANDSYDNEY,0.0,0.0,0.0
HAMILTON ISLAND,SYDNEY,0,0,0.0,0.0,0,8,0.0,HAMILTON ISLANDSYDNEY,0.0,0.0,0.0
KALGOORLIE,PERTH,19502,311,10492076.0,19907614.0,37003,1,52.7,KALGOORLIEPERTH,119.0,10.03,46908.1
KALGOORLIE,PERTH,16909,309,9097042.0,19688648.0,36596,3,46.2,KALGOORLIEPERTH,118.0,9.97,46627.5
KALGOORLIE,PERTH,3122,82,1679636.0,5417660.0,10070,4,31.0,KALGOORLIEPERTH,123.0,2.73,12767.61
KALGOORLIE,PERTH,2037,34,1095906.0,2071300.0,3850,5,52.9,KALGOORLIEPERTH,113.0,1.1,5144.46
KALGOORLIE,PERTH,4515,55,2429070.0,3851004.0,7158,6,63.1,KALGOORLIEPERTH,130.0,1.83,8558.51
KALGOORLIE,PERTH,9100,108,4895800.0,7704160.0,14320,7,63.5,KALGOORLIEPERTH,133.0,3.48,16275.19
KALGOORLIE,PERTH,12387,142,6664206.0,11300152.0,21004,8,59.0,KALGOORLIEPERTH,148.0,4.58,21419.65
KARRATHA,PERTH,3229,93,4036250.0,15558750.0,12447,4,25.9,KARRATHAPERTH,134.0,3.1,24356.61
KARRATHA,PERTH,2522,44,3152500.0,6755000.0,5404,5,46.7,KARRATHAPERTH,123.0,1.42,11156.9
KARRATHA,PERTH,6706,72,8382500.0,12897500.0,10318,6,65.0,KARRATHAPERTH,143.0,2.4,18856.73
KARRATHA,PERTH,15957,162,19946250.0,28160000.0,22528,7,70.8,KARRATHAPERTH,139.0,5.23,41091.95
LAUNCESTON,MELBOURNE,0,0,0.0,0.0,0,4,0.0,LAUNCESTONMELBOURNE,0.0,0.0,0.0
LAUNCESTON,MELBOURNE,0,0,0.0,0.0,0,5,0.0,LAUNCESTONMELBOURNE,0.0,0.0,0.0
LAUNCESTON,MELBOURNE,0,0,0.0,0.0,0,6,0.0,LAUNCESTONMELBOURNE,0.0,0.0,0.0
LAUNCESTON,MELBOURNE,0,0,0.0,0.0,0,7,0.0,LAUNCESTONMELBOURNE,0.0,0.0,0.0
LAUNCESTON,MELBOURNE,0,0,0.0,0.0,0,8,0.0,LAUNCESTONMELBOURNE,0.0,0.0,0.0
LAUNCESTON,SYDNEY,16551,126,15127614.0,20755112.0,22708,3,72.9,LAUNCESTONSYDNEY,180.0,4.06,26250.46
LAUNCESTON,SYDNEY,0,0,0.0,0.0,0,4,0.0,LAUNCESTONSYDNEY,0.0,0.0,0.0
LAUNCESTON,SYDNEY,0,0,0.0,0.0,0,5,0.0,LAUNCESTONSYDNEY,0.0,0.0,0.0
LAUNCESTON,SYDNEY,0,0,0.0,0.0,0,6,0.0,LAUNCESTONSYDNEY,0.0,0.0,0.0
LAUNCESTON,SYDNEY,0,0,0.0,0.0,0,7,0.0,LAUNCESTONSYDNEY,0.0,0.0,0.0
LAUNCESTON,SYDNEY,0,0,0.0,0.0,0,8,0.0,LAUNCESTONSYDNEY,0.0,0.0,0.0
SUNSHINE COAST,MELBOURNE,0,0,0.0,0.0,0,4,0.0,SUNSHINE COASTMELBOURNE,0.0,0.0,0.0
SUNSHINE COAST,MELBOURNE,0,0,0.0,0.0,0,5,0.0,SUNSHINE COASTMELBOURNE,0.0,0.0,0.0
SUNSHINE COAST,MELBOURNE,0,0,0.0,0.0,0,6,0.0,SUNSHINE COASTMELBOURNE,0.0,0.0,0.0
SUNSHINE COAST,MELBOURNE,0,0,0.0,0.0,0,7,0.0,SUNSHINE COASTMELBOURNE,0.0,0.0,0.0
SUNSHINE COAST,MELBOURNE,0,0,0.0,0.0,0,8,0.0,SUNSHINE COASTMELBOURNE,0.0,0.0,0.0
SUNSHINE COAST,SYDNEY,0,0,0.0,0.0,0,4,0.0,SUNSHINE COASTSYDNEY,0.0,0.0,0.0
SUNSHINE COAST,SYDNEY,0,0,0.0,0.0,0,5,0.0,SUNSHINE COASTSYDNEY,0.0,0.0,0.0
SUNSHINE COAST,SYDNEY,0,0,0.0,0.0,0,6,0.0,SUNSHINE COASTSYDNEY,0.0,0.0,0.0
SUNSHINE COAST,SYDNEY,0,0,0.0,0.0,0,7,0.0,SUNSHINE COASTSYDNEY,0.0,0.0,0.0
SUNSHINE COAST,SYDNEY,7843,66,6564591.0,9988758.0,11934,8,65.7,SUNSHINE COASTSYDNEY,181.0,2.13,12090.07
MELBOURNE,MILDURA,16266,299,7433562.0,11454248.0,25064,1,64.9,MELBOURNEMILDURA,84.0,9.65,39198.2
MELBOURNE,MILDURA,16699,369,7631443.0,12562473.0,27489,2,60.7,MELBOURNEMILDURA,74.0,12.72,51668.51
MELBOURNE,MILDURA,12225,342,5586825.0,11407634.0,24962,3,49.0,MELBOURNEMILDURA,73.0,11.03,44803.75
MELBOURNE,MILDURA,497,41,227129.0,1092230.0,2390,4,20.8,MELBOURNEMILDURA,58.0,1.37,5564.93
MELBOURNE,MILDURA,756,34,345492.0,819858.0,1794,5,42.1,MELBOURNEMILDURA,53.0,1.1,4468.19
MELBOURNE,MILDURA,1723,48,787411.0,1286455.0,2815,6,61.2,MELBOURNEMILDURA,59.0,1.6,6499.18
MELBOURNE,MILDURA,0,0,0.0,0.0,0,7,0.0,MELBOURNEMILDURA,0.0,0.0,0.0
MELBOURNE,MILDURA,0,0,0.0,0.0,0,8,0.0,MELBOURNEMILDURA,0.0,0.0,0.0
MELBOURNE,NEWCASTLE,0,0,0.0,0.0,0,4,0.0,MELBOURNENEWCASTLE,0.0,0.0,0.0
MELBOURNE,NEWCASTLE,0,0,0.0,0.0,0,5,0.0,MELBOURNENEWCASTLE,0.0,0.0,0.0
MELBOURNE,NEWCASTLE,0,0,0.0,0.0,0,6,0.0,MELBOURNENEWCASTLE,0.0,0.0,0.0
MELBOURNE,NEWCASTLE,0,0,0.0,0.0,0,7,0.0,MELBOURNENEWCASTLE,0.0,0.0,0.0
MELBOURNE,NEWCASTLE,0,0,0.0,0.0,0,8,0.0,MELBOURNENEWCASTLE,0.0,0.0,0.0
MELBOURNE,GOLD COAST,0,0,0.0,0.0,0,4,0.0,MELBOURNEGOLD COAST,0.0,0.0,0.0
MELBOURNE,GOLD COAST,0,0,0.0,0.0,0,5,0.0,MELBOURNEGOLD COAST,0.0,0.0,0.0
MELBOURNE,GOLD COAST,0,0,0.0,0.0,0,6,0.0,MELBOURNEGOLD COAST,0.0,0.0,0.0
MELBOURNE,GOLD COAST,0,0,0.0,0.0,0,7,0.0,MELBOURNEGOLD COAST,0.0,0.0,0.0
MELBOURNE,GOLD COAST,0,0,0.0,0.0,0,8,0.0,MELBOURNEGOLD COAST,0.0,0.0,0.0
MELBOURNE,PERTH,6132,216,16593192.0,68315676.0,25246,4,24.3,MELBOURNEPERTH,117.0,7.2,250911.36
MELBOURNE,PERTH,8804,232,23823624.0,88066770.0,32545,5,27.1,MELBOURNEPERTH,140.0,7.48,260669.02
MELBOURNE,PERTH,9911,218,26819166.0,79182972.0,29262,6,33.9,MELBOURNEPERTH,134.0,7.27,253350.78
MELBOURNE,PERTH,3986,163,10786116.0,62110818.0,22953,7,17.4,MELBOURNEPERTH,141.0,5.26,183304.69
MELBOURNE,PERTH,2006,132,5428236.0,43701900.0,16150,8,12.4,MELBOURNEPERTH,122.0,4.26,148455.89
MELBOURNE,SYDNEY,17098,439,12071188.0,31477010.0,44585,4,38.3,MELBOURNESYDNEY,102.0,14.63,79625.09
MELBOURNE,SYDNEY,18998,377,13412588.0,24897796.0,35266,5,53.9,MELBOURNESYDNEY,94.0,12.16,66181.89
MELBOURNE,SYDNEY,9891,292,6983046.0,20111822.0,28487,8,34.7,MELBOURNESYDNEY,98.0,9.42,51269.2
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,1,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,2,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,3,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,4,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,5,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,6,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,7,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
MELBOURNE,TOWNSVILLE,0,0,0.0,0.0,0,8,0.0,MELBOURNETOWNSVILLE,0.0,0.0,0.0
GOLD COAST,SYDNEY,1518,44,1032240.0,5232600.0,7695,4,19.7,GOLD COASTSYDNEY,175.0,1.47,8343.85
GOLD COAST,SYDNEY,0,0,0.0,0.0,0,5,0.0,GOLD COASTSYDNEY,0.0,0.0,0.0
GOLD COAST,SYDNEY,5089,44,3460520.0,5320320.0,7824,6,65.0,GOLD COASTSYDNEY,178.0,1.47,8343.85
GOLD COAST,SYDNEY,2398,36,1630640.0,4282640.0,6298,8,38.1,GOLD COASTSYDNEY,175.0,1.16,6584.26
PERTH,PORT HEDLAND,5045,112,6619040.0,20723040.0,15795,4,31.9,PERTHPORT HEDLAND,141.0,3.73,30527.59
PERTH,PORT HEDLAND,2877,47,3774624.0,7582048.0,5779,5,49.8,PERTHPORT HEDLAND,123.0,1.52,12440.2
PERTH,PORT HEDLAND,6143,70,8059616.0,12938944.0,9862,6,62.3,PERTHPORT HEDLAND,141.0,2.33,19069.51
PERTH,PORT HEDLAND,12895,146,16918240.0,26662464.0,20322,7,63.5,PERTHPORT HEDLAND,139.0,4.71,38548.24
PERTH,PORT HEDLAND,12694,152,16654528.0,30734912.0,23426,8,54.2,PERTHPORT HEDLAND,154.0,4.9,40103.27
PERTH,SYDNEY,5249,83,17237716.0,59115284.0,18001,4,29.2,PERTHSYDNEY,217.0,2.77,98501.2
PERTH,SYDNEY,7100,62,23316400.0,56432256.0,17184,5,41.3,PERTHSYDNEY,277.0,2.0,71120.0
PERTH,SYDNEY,8973,100,29467332.0,74921176.0,22814,6,39.3,PERTHSYDNEY,228.0,3.33,118414.8
PERTH,SYDNEY,8591,126,28212844.0,81026132.0,24673,7,34.8,PERTHSYDNEY,196.0,4.06,144373.6
PERTH,SYDNEY,3913,100,12850292.0,59749096.0,18194,8,21.5,PERTHSYDNEY,182.0,3.23,114858.8
PERTH,NEWMAN,19476,266,19846044.0,40757962.0,39998,3,48.7,PERTHNEWMAN,150.0,8.58,57275.02
PERTH,NEWMAN,3946,102,4020974.0,13741215.0,13485,4,29.3,PERTHNEWMAN,132.0,3.4,22696.39
PERTH,NEWMAN,2871,42,2925549.0,5251926.0,5154,5,55.7,PERTHNEWMAN,123.0,1.35,9011.8
PERTH,NEWMAN,4195,56,4274705.0,8249824.0,8096,6,51.8,PERTHNEWMAN,145.0,1.87,12483.02
PERTH,NEWMAN,6549,82,6673431.0,12472560.0,12240,7,53.5,PERTHNEWMAN,149.0,2.65,17689.84
PERTH,NEWMAN,6023,68,6137437.0,11135632.0,10928,8,55.1,PERTHNEWMAN,161.0,2.19,14619.15
PROSERPINE,SYDNEY,10090,64,15306530.0,17676084.0,11652,1,86.6,PROSERPINESYDNEY,182.0,2.06,10951.66
PROSERPINE,SYDNEY,0,0,0.0,0.0,0,2,0.0,PROSERPINESYDNEY,0.0,0.0,0.0
PROSERPINE,SYDNEY,0,0,0.0,0.0,0,3,0.0,PROSERPINESYDNEY,0.0,0.0,0.0
PROSERPINE,SYDNEY,0,0,0.0,0.0,0,4,0.0,PROSERPINESYDNEY,0.0,0.0,0.0
PROSERPINE,SYDNEY,0,0,0.0,0.0,0,5,0.0,PROSERPINESYDNEY,0.0,0.0,0.0
PROSERPINE,SYDNEY,0,0,0.0,0.0,0,6,0.0,PROSERPINESYDNEY,0.0,0.0,0.0
PROSERPINE,SYDNEY,0,0,0.0,0.0,0,7,0.0,PROSERPINESYDNEY,0.0,0.0,0.0
PROSERPINE,SYDNEY,0,0,0.0,0.0,0,8,0.0,PROSERPINESYDNEY,0.0,0.0,0.0
PORT MACQUARIE,SYDNEY,14785,299,4745985.0,6176040.0,19240,1,76.8,PORT MACQUARIESYDNEY,64.0,9.65,34482.63
PORT MACQUARIE,SYDNEY,13978,296,4486938.0,6036084.0,18804,2,74.3,PORT MACQUARIESYDNEY,64.0,10.21,36483.7
PORT MACQUARIE,SYDNEY,10334,317,3317214.0,5695824.0,17744,3,58.2,PORT MACQUARIESYDNEY,56.0,10.23,36555.17
PORT MACQUARIE,SYDNEY,0,0,0.0,0.0,0,4,0.0,PORT MACQUARIESYDNEY,0.0,0.0,0.0
PORT MACQUARIE,SYDNEY,0,0,0.0,0.0,0,5,0.0,PORT MACQUARIESYDNEY,0.0,0.0,0.0
PORT MACQUARIE,SYDNEY,0,0,0.0,0.0,0,6,0.0,PORT MACQUARIESYDNEY,0.0,0.0,0.0
PORT MACQUARIE,SYDNEY,0,0,0.0,0.0,0,7,0.0,PORT MACQUARIESYDNEY,0.0,0.0,0.0
PORT MACQUARIE,SYDNEY,0,0,0.0,0.0,0,8,0.0,PORT MACQUARIESYDNEY,0.0,0.0,0.0
BALLINA,SYDNEY,0,0,0.0,0.0,0,4,0.0,BALLINASYDNEY,0.0,0.0,0.0
BALLINA,SYDNEY,2367,32,1448604.0,2334168.0,3814,5,62.1,BALLINASYDNEY,119.0,1.03,5505.07
BALLINA,SYDNEY,5583,72,3416796.0,3979836.0,6503,6,85.9,BALLINASYDNEY,90.0,2.4,12827.35
SYDNEY,TAMWORTH,13401,349,4288320.0,6914560.0,21608,1,62.0,SYDNEYTAMWORTH,62.0,11.26,34389.5
SYDNEY,TAMWORTH,13240,353,4236800.0,6919040.0,21622,2,61.2,SYDNEYTAMWORTH,61.0,12.17,37168.76
SYDNEY,TAMWORTH,9023,315,2887360.0,6051200.0,18910,3,47.7,SYDNEYTAMWORTH,60.0,10.16,31029.96
SYDNEY,TAMWORTH,0,0,0.0,0.0,0,4,0.0,SYDNEYTAMWORTH,0.0,0.0,0.0
SYDNEY,TAMWORTH,0,0,0.0,0.0,0,5,0.0,SYDNEYTAMWORTH,0.0,0.0,0.0
SYDNEY,TAMWORTH,0,0,0.0,0.0,0,6,0.0,SYDNEYTAMWORTH,0.0,0.0,0.0
SYDNEY,TAMWORTH,0,0,0.0,0.0,0,7,0.0,SYDNEYTAMWORTH,0.0,0.0,0.0
SYDNEY,TAMWORTH,0,0,0.0,0.0,0,8,0.0,SYDNEYTAMWORTH,0.0,0.0,0.0
SYDNEY,TOWNSVILLE,14360,104,24268400.0,30416620.0,17998,1,79.8,SYDNEYTOWNSVILLE,173.0,3.35,60592.76
SYDNEY,TOWNSVILLE,8097,64,13683930.0,18485220.0,10938,2,74.0,SYDNEYTOWNSVILLE,171.0,2.21,39973.13
SYDNEY,TOWNSVILLE,6579,58,11118510.0,16825640.0,9956,3,66.1,SYDNEYTOWNSVILLE,172.0,1.87,33823.42
SYDNEY,TOWNSVILLE,0,0,0.0,0.0,0,4,0.0,SYDNEYTOWNSVILLE,0.0,0.0,0.0
SYDNEY,TOWNSVILLE,0,0,0.0,0.0,0,5,0.0,SYDNEYTOWNSVILLE,0.0,0.0,0.0
SYDNEY,TOWNSVILLE,0,0,0.0,0.0,0,6,0.0,SYDNEYTOWNSVILLE,0.0,0.0,0.0
SYDNEY,TOWNSVILLE,0,0,0.0,0.0,0,7,0.0,SYDNEYTOWNSVILLE,0.0,0.0,0.0
SYDNEY,TOWNSVILLE,0,0,0.0,0.0,0,8,0.0,SYDNEYTOWNSVILLE,0.0,0.0,0.0
SYDNEY,WAGGA WAGGA,11189,290,4106363.0,5828327.0,15881,1,70.5,SYDNEYWAGGA WAGGA,55.0,9.35,33410.64
SYDNEY,WAGGA WAGGA,13634,427,5003678.0,7761316.0,21148,2,64.5,SYDNEYWAGGA WAGGA,50.0,14.72,52599.42
SYDNEY,WAGGA WAGGA,9344,385,3429248.0,6925657.0,18871,3,49.5,SYDNEYWAGGA WAGGA,49.0,12.42,44380.76
SYDNEY,WAGGA WAGGA,269,48,98723.0,838595.0,2285,4,11.8,SYDNEYWAGGA WAGGA,48.0,1.6,5717.33
SYDNEY,WAGGA WAGGA,549,37,201483.0,723724.0,1972,5,27.8,SYDNEYWAGGA WAGGA,53.0,1.19,4252.26
SYDNEY,WAGGA WAGGA,0,0,0.0,0.0,0,6,0.0,SYDNEYWAGGA WAGGA,0.0,0.0,0.0
SYDNEY,WAGGA WAGGA,0,0,0.0,0.0,0,7,0.0,SYDNEYWAGGA WAGGA,0.0,0.0,0.0
SYDNEY,WAGGA WAGGA,0,0,0.0,0.0,0,8,0.0,SYDNEYWAGGA WAGGA,0.0,0.0,0.0
